time,volume,x,y,z,u_x,u_y,u_z,omega_x,omega_y,omega_z,area
56.47897196,0.52372138,6.09615538,95.98522782,5.05433957,-0.78039528,1.63323927,-0.52953172,-0.02753171,-0.02136612,-0.01237962,3.33116299
56.48676012,0.52372117,6.09003595,95.99794268,5.05015921,-0.79132702,1.63257327,-0.54429392,-0.02772128,-0.02054347,-0.00963422,3.33078146
56.49454829,0.52372099,6.08383839,96.01065167,5.04586773,-0.80041585,1.6319675,-0.55809002,-0.027994,-0.01975827,-0.00677552,3.33000247
56.50233645,0.52372086,6.07757759,96.02335416,5.04147066,-0.80733377,1.63135215,-0.57109262,-0.02834766,-0.01901887,-0.00382226,3.32961202
56.51012461,0.52372074,6.07127008,96.03605169,5.03697572,-0.81242334,1.63044747,-0.58329684,-0.02872853,-0.01833764,-0.00083595,3.32913562
56.51791277,0.52372079,6.06492993,96.04874207,5.03239022,-0.8155557,1.62942135,-0.59452937,-0.02913749,-0.01770258,0.00215121,3.32814541
56.52091389,0.52372062,6.06253891,96.05351677,5.03064236,-0.81619174,1.62905246,-0.59844168,-0.029281,-0.0174736,0.00326106,3.32765259
56.52570093,0.52372087,6.05857235,96.06142239,5.02771975,-0.81668084,1.62789275,-0.60490805,-0.02956319,-0.01713556,0.00509599,3.3277441
56.52685295,0.52372036,6.05768896,96.06318405,5.02706458,-0.81673579,1.62776013,-0.60620982,-0.02959183,-0.01706209,0.00547251,3.32768521
56.5334891,0.52372093,6.0522134,96.07408859,5.02297275,-0.81598235,1.62560469,-0.61423979,-0.02999338,-0.01664325,0.00793236,3.32760591
56.53392494,0.5237204,6.05191471,96.07468462,5.02274762,-0.81596613,1.62566317,-0.61477737,-0.02996481,-0.01662294,0.00802389,3.32716629
56.54127726,0.52372114,6.04586655,96.0867354,5.01815788,-0.81340431,1.62259916,-0.6224159,-0.03041637,-0.01621317,0.01062566,3.32661057
56.54143282,0.5237206,6.04579619,96.08687698,5.01810338,-0.81344906,1.62269146,-0.62257722,-0.03036906,-0.01621312,0.01060603,3.32672033
56.54906542,0.5237213,6.03954652,96.09935373,5.01328222,-0.80884339,1.61855031,-0.62952791,-0.03082515,-0.01583928,0.01314622,3.32668913
56.54911181,0.52372086,6.0395645,96.09931949,5.01329524,-0.8089545,1.6186739,-0.62958426,-0.03077163,-0.01584424,0.01309467,3.3274188
56.55685251,0.52372107,6.03332343,96.11182482,5.00839821,-0.80284978,1.61338711,-0.63565864,-0.0311497,-0.01553581,0.0153745,3.32635744
56.55685358,0.5237215,6.0332683,96.11193488,5.00835533,-0.80270913,1.61323083,-0.63563664,-0.03120675,-0.01552704,0.01543831,3.32703618
56.56461892,0.52372131,6.02711525,96.12432766,5.00344288,-0.79511775,1.60696676,-0.640391,-0.03150753,-0.01527015,0.01742457,3.32661706
56.56464174,0.52372175,6.02704398,96.1244714,5.0033864,-0.79496994,1.6067902,-0.64031675,-0.0315624,-0.01525996,0.01749219,3.3265892
56.57239358,0.52372151,6.02096697,96.13679087,4.99844921,-0.78590513,1.59953647,-0.64407847,-0.03187078,-0.01505182,0.01924098,3.32809883
56.58016824,0.52372148,6.01489464,96.14919184,4.99343125,-0.77553536,1.59129956,-0.64662278,-0.03223646,-0.01488573,0.02082772,3.32834839
56.58794291,0.52372148,6.0089059,96.16152724,4.98839753,-0.76413937,1.58240134,-0.64822391,-0.03259794,-0.01474409,0.02224785,3.32974605
56.59571757,0.52372133,6.00300863,96.17379101,4.9833547,-0.75224879,1.57306021,-0.64899797,-0.03297142,-0.01463122,0.02352536,3.33259447
56.60349223,0.52372125,5.99720614,96.18598126,4.97830872,-0.74014652,1.56310814,-0.64932065,-0.03336377,-0.01454509,0.02465069,3.33424391
56.61126689,0.52372337,5.99150131,96.1980968,4.97326681,-0.72720689,1.55377786,-0.64805182,-0.03378875,-0.01446156,0.02570023,3.33717417
56.61904155,0.52372381,5.98589609,96.21013715,4.96823453,-0.71422886,1.54438646,-0.64636187,-0.03422074,-0.0144043,0.02665538,3.34094248
56.62681622,0.52372325,5.98038971,96.22210485,4.96321773,-0.70150096,1.53511558,-0.64406019,-0.03466074,-0.01436101,0.02749239,3.34345917
56.63459088,0.52372308,5.97498146,96.23400149,4.95822259,-0.68885437,1.52613657,-0.64082925,-0.0351037,-0.01430855,0.02824173,3.34708711
56.64236554,0.52372275,5.96967177,96.24583054,4.95325292,-0.67650886,1.51743994,-0.63719572,-0.03552579,-0.01427022,0.02889021,3.35126467
56.6501402,0.52372233,5.96445706,96.25759192,4.94831459,-0.66433431,1.50928112,-0.63293767,-0.03593863,-0.01422931,0.02945904,3.35432146
56.65791486,0.52372217,5.95933606,96.26929261,4.94341177,-0.65233757,1.50169187,-0.62819906,-0.03630837,-0.01417536,0.02994767,3.35883066
56.66568953,0.5237221,5.95430868,96.28093548,4.93854764,-0.64049709,1.49440122,-0.62292452,-0.03664532,-0.01413858,0.03037284,3.363718
56.67346419,0.52372229,5.94937236,96.29252348,4.93372657,-0.62881792,1.48750471,-0.61715268,-0.03693821,-0.01411216,0.03069986,3.36764257
56.68123885,0.52372231,5.94452591,96.30405871,4.92895271,-0.61735317,1.48098303,-0.61093576,-0.03717346,-0.01410147,0.03096894,3.37249597
56.68901351,0.52372205,5.93976921,96.31554528,4.92422834,-0.60620893,1.47493711,-0.6042719,-0.03736587,-0.01411065,0.03116813,3.37769123
56.69678818,0.5237223,5.93509958,96.32698522,4.91955693,-0.59482356,1.46924179,-0.59720043,-0.03750652,-0.01415125,0.03131772,3.3823
56.70456284,0.52372204,5.93051608,96.33838219,4.91494137,-0.58378912,1.46388528,-0.58987126,-0.03758805,-0.01421746,0.03143584,3.38714743
56.7123375,0.52372181,5.92601905,96.34973983,4.91038381,-0.57283862,1.45896189,-0.58234162,-0.03762557,-0.01429394,0.03150091,3.39255574
56.72011216,0.52372157,5.92160654,96.36105927,4.90588559,-0.56188179,1.45432961,-0.57460756,-0.03763438,-0.014378,0.03154331,3.39718996
56.72788682,0.52372133,5.91727851,96.37234451,4.9014489,-0.55107881,1.44995603,-0.56666771,-0.03760078,-0.01447244,0.03154003,3.40093965
56.73566149,0.52372131,5.91303565,96.38359776,4.89707466,-0.5401532,1.44609542,-0.55856218,-0.0375412,-0.01456035,0.03150558,3.40594473
56.74343615,0.52372125,5.90887698,96.39482099,4.89276358,-0.5292967,1.44256614,-0.55035116,-0.03743442,-0.01464387,0.03144864,3.4097401
56.75121081,0.5237211,5.90480234,96.40601868,4.88851697,-0.51848479,1.43936778,-0.54201434,-0.03729668,-0.01469936,0.03134437,3.41355734
56.75898547,0.52372098,5.90081236,96.41719392,4.88433531,-0.50780122,1.4366952,-0.53360849,-0.03712747,-0.01474242,0.03120047,3.41790552
56.76676014,0.52372094,5.89690527,96.42834925,4.88021917,-0.49704624,1.43444263,-0.52516761,-0.03690437,-0.01474141,0.03103875,3.42091298
56.7745348,0.52372077,5.89308133,96.43948864,4.87616929,-0.48638129,1.43263141,-0.51659807,-0.03664598,-0.01470737,0.03084336,3.4242354
56.78230946,0.52372067,5.88934115,96.4506164,4.87218499,-0.47570133,1.43123365,-0.50820024,-0.03633961,-0.01464209,0.03060096,3.42801591
56.79008412,0.5237207,5.88568299,96.46173432,4.86826588,-0.46518862,1.4302764,-0.49983916,-0.03599257,-0.01457233,0.03032081,3.43109229
56.79785878,0.52372076,5.88210477,96.47284654,4.86441237,-0.45488821,1.42988749,-0.49149196,-0.03560767,-0.01446356,0.02999545,3.43392088
56.80563345,0.52372071,5.87860629,96.48395839,4.86062306,-0.44483466,1.43000473,-0.4832706,-0.03515296,-0.01434613,0.02961039,3.43768933
56.81340811,0.52372054,5.87518446,96.49507266,4.85689678,-0.43505636,1.43053089,-0.47516136,-0.03465261,-0.01423289,0.02915621,3.43986044
56.82118277,0.52372043,5.87183734,96.50619218,4.85323306,-0.42561211,1.43158337,-0.46728081,-0.03409572,-0.01413675,0.02863925,3.44296951
56.82895743,0.52372045,5.86856338,96.517322,4.84963017,-0.41632294,1.43319877,-0.45944453,-0.03349639,-0.01403877,0.02805688,3.44608856
56.83673209,0.5237204,5.86535979,96.52846606,4.84608789,-0.40758694,1.43515019,-0.45167645,-0.03283999,-0.01396585,0.02742235,3.44745483
56.84450676,0.52372037,5.86222231,96.5396267,4.84260512,-0.3993365,1.43734326,-0.4440929,-0.03211782,-0.01389635,0.02675136,3.4503716
56.85228142,0.52372025,5.8591467,96.55080471,4.83918033,-0.39169601,1.43968151,-0.43676378,-0.03134906,-0.01383003,0.02606771,3.45386389
56.86005608,0.52372026,5.85612759,96.56200068,4.83581181,-0.38470674,1.44206907,-0.42961695,-0.03052343,-0.01374139,0.02538118,3.45538511
56.86783074,0.5237203,5.85315984,96.57321506,4.83249693,-0.37865972,1.44423447,-0.42297128,-0.0296172,-0.0136349,0.0246912,3.45859964
56.87560541,0.52372038,5.85023703,96.58444602,4.82923279,-0.37327901,1.44625245,-0.41661908,-0.02864519,-0.01351778,0.02400487,3.46168366
56.88338007,0.5237203,5.84735133,96.59569104,4.82601609,-0.36886472,1.44804578,-0.41074657,-0.0275949,-0.01336351,0.02331362,3.46411448
56.89115473,0.52372025,5.84449832,96.60695018,4.82284388,-0.36502626,1.44977371,-0.40526866,-0.02648983,-0.01318477,0.02261481,3.46730743
56.89892939,0.52372014,5.84167411,96.61822341,4.81971311,-0.36169631,1.45151228,-0.40010142,-0.02532078,-0.01297016,0.02190873,3.47003155
56.90670405,0.52372019,5.8388738,96.62951065,4.81662051,-0.3586096,1.45351277,-0.39527536,-0.02411084,-0.01270073,0.02120316,3.47206785
56.91447872,0.52372054,5.83609557,96.64081273,4.81356461,-0.35599036,1.45536697,-0.39087501,-0.0228737,-0.01239716,0.02048097,3.4750539
56.92225338,0.52372041,5.83333608,96.65212953,4.81054094,-0.35374103,1.45729423,-0.38683475,-0.02160448,-0.01204886,0.01975052,3.47757119
56.93002804,0.52372028,5.83059322,96.66346016,4.80754604,-0.35175152,1.45895888,-0.3834886,-0.02031182,-0.01165203,0.0190201,3.4789406
56.9378027,0.52372011,5.82786316,96.67480428,4.80457464,-0.3503745,1.46043504,-0.38086554,-0.01900136,-0.01121737,0.01832534,3.48074586
56.94557736,0.52372024,5.82514218,96.68615853,4.80162049,-0.34965477,1.46134395,-0.379178,-0.01768899,-0.01076183,0.01762461,3.48247061
56.95335203,0.52372032,5.82242346,96.69751812,4.79867605,-0.34966561,1.46189926,-0.37839347,-0.0163859,-0.01029702,0.01695091,3.48286049
56.96112669,0.5237206,5.81970281,96.70888018,4.79573301,-0.35024869,1.46204862,-0.37893654,-0.01508874,-0.00985741,0.0163158,3.48363395
56.96890135,0.52372084,5.81697354,96.72024194,4.79278267,-0.35175884,1.46181772,-0.38037829,-0.01380974,-0.00945824,0.01567892,3.48430099
56.97667601,0.52372104,5.81423045,96.73160101,4.78981663,-0.35387659,1.46145638,-0.38285634,-0.01256817,-0.00910127,0.01505089,3.48416375
56.98445068,0.52372108,5.81146792,96.74295728,4.78682823,-0.35683985,1.4609368,-0.38610322,-0.01138088,-0.00879846,0.01439372,3.4845214
56.99222534,0.52372101,5.80868005,96.75430982,4.78381234,-0.36042041,1.46049837,-0.38995655,-0.01023246,-0.00852356,0.01372399,3.48572047
57.0,0.52372102,5.80586222,96.76565894,4.78076492,-0.36435599,1.46021009,-0.39424938,-0.00915012,-0.00828211,0.01303798,3.48635429
57.00778816,0.52372094,5.80300936,96.77702684,4.7776775,-0.36819319,1.46024804,-0.39874006,-0.00815341,-0.00805265,0.01234842,3.48694187
57.01557632,0.52372087,5.80012864,96.78839711,4.77455492,-0.37144151,1.46065934,-0.4032703,-0.00724837,-0.00780414,0.01165028,3.48850597
57.02336449,0.52372087,5.79722389,96.79977273,4.77139841,-0.37412384,1.46167958,-0.4073153,-0.00644119,-0.00754929,0.01096425,3.48966762
57.03115265,0.52372079,5.79430129,96.81115777,4.76821117,-0.37593209,1.46332006,-0.4109856,-0.00569855,-0.00725739,0.0102867,3.49085657
57.03894081,0.52372073,5.79136818,96.82255775,4.76499791,-0.37672674,1.4655174,-0.41403471,-0.00500199,-0.00693477,0.00961563,3.49207241
57.04672897,0.52372073,5.7884322,96.83397691,4.76176183,-0.37661415,1.46825116,-0.41685416,-0.00430194,-0.00659125,0.00895962,3.49237622
57.05451713,0.52372064,5.78549932,96.84542001,4.7585049,-0.3759193,1.47148053,-0.41936083,-0.00357251,-0.0062641,0.0082782,3.49221762
57.0623053,0.52372054,5.78257205,96.85688895,4.75522841,-0.37507052,1.47486263,-0.421978,-0.00276039,-0.00597606,0.00754242,3.49237212
57.07009346,0.52372037,5.77965133,96.86838473,4.75193127,-0.3743823,1.47845604,-0.42467479,-0.00184635,-0.00575796,0.00672484,3.49046638
57.07788162,0.52372022,5.77673353,96.87990805,4.748611,-0.37444202,1.48191816,-0.42807933,-0.00078293,-0.00564759,0.00575808,3.48801828
57.08566978,0.52371997,5.7738117,96.89145849,4.74526136,-0.37545133,1.48518845,-0.43229536,0.00040363,-0.00567217,0.00466637,3.48555775
57.09345794,0.52371995,5.77087908,96.90303466,4.74187516,-0.3774706,1.48836646,-0.43753071,0.00171752,-0.00581968,0.00343757,3.4816732
57.10124611,0.52372033,5.76792496,96.914635,4.73844447,-0.38112256,1.49138505,-0.44367607,0.00311957,-0.00612533,0.00205026,3.47804118
57.10903427,0.52372054,5.76493716,96.92625706,4.73496292,-0.38617628,1.49411626,-0.45070631,0.00460142,-0.00656866,0.00050772,3.47371142
57.11682243,0.52372069,5.76190562,96.93789974,4.73142435,-0.39249376,1.49659245,-0.45847372,0.00610605,-0.00712729,-0.00115974,3.46873136
57.12461059,0.52372088,5.75881899,96.94956093,4.72782183,-0.40024493,1.49875248,-0.46689352,0.00760945,-0.00778537,-0.00296209,3.4643072
57.13239875,0.52372102,5.75566768,96.96123791,4.72415103,-0.40924522,1.50042048,-0.476034,0.00907064,-0.00851493,-0.00486112,3.46023955
57.14018692,0.52372112,5.75244257,96.97292617,4.72040808,-0.41929774,1.50175889,-0.48555369,0.01046078,-0.00929793,-0.00685503,3.45491666
57.14797508,0.52372121,5.74913533,96.98462291,4.71659017,-0.43036347,1.50263003,-0.49533615,0.01175308,-0.01010493,-0.00892097,3.45032213
57.15576324,0.52372135,5.74573893,96.99632476,4.71269484,-0.44240876,1.50302826,-0.50530585,0.01293231,-0.01091605,-0.01102399,3.44666652
57.1635514,0.52372151,5.74224577,97.00802798,4.70872179,-0.45515846,1.50299653,-0.51529392,0.01397167,-0.01169299,-0.01314613,3.44225219
57.17133956,0.52372171,5.73865044,97.01972959,4.70467128,-0.4686845,1.50256036,-0.52528407,0.01486961,-0.01243717,-0.01526159,3.43886108
57.17912773,0.52372166,5.73494839,97.03142659,4.70054343,-0.48271471,1.50177454,-0.53514843,0.01562044,-0.01311044,-0.01732207,3.43633043
57.18691589,0.5237217,5.73113492,97.0431166,4.69633915,-0.49727237,1.50062673,-0.54480398,0.01623333,-0.01370417,-0.019302,3.4326728
57.19470405,0.52372178,5.72720671,97.05479745,4.69206051,-0.51219352,1.49932787,-0.55432487,0.01670755,-0.01420136,-0.02113853,3.43060858
57.20249221,0.52372166,5.72316106,97.06646673,4.68770832,-0.5275718,1.49764476,-0.56374181,0.01704063,-0.01461076,-0.02280949,3.42868177
57.21028037,0.52372152,5.7189947,97.07812156,4.6832834,-0.54322467,1.49580704,-0.57297001,0.01726063,-0.01491842,-0.02426743,3.42676211
57.21806854,0.52372366,5.7147056,97.08976132,4.67878729,-0.55898717,1.49396004,-0.58200461,0.01735678,-0.01512596,-0.02545473,3.42544653
57.2258567,0.5237243,5.71029356,97.10138592,4.67422178,-0.57481186,1.49175167,-0.59089817,0.01735133,-0.01523491,-0.02639899,3.42446216
57.23364486,0.52372475,5.70575911,97.11299531,4.66958821,-0.59045213,1.48969316,-0.59946233,0.01722426,-0.01525402,-0.02707002,3.42283487
57.24143302,0.523725,5.7011031,97.12458667,4.66488789,-0.60600511,1.4872382,-0.60798632,0.01700244,-0.01519536,-0.02748716,3.42183345
57.24922118,0.52372466,5.69632693,97.13615898,4.66012184,-0.62122894,1.4849337,-0.61629843,0.01667788,-0.01506099,-0.02762986,3.42124294
57.25700935,0.5237258,5.69143448,97.14771306,4.65529208,-0.63582167,1.48247646,-0.62436213,0.01625923,-0.01487373,-0.02752067,3.41980252
57.26479751,0.52372659,5.68643082,97.15924833,4.6504008,-0.64982909,1.48009129,-0.63217769,0.0157791,-0.01463917,-0.02718485,3.41935838
57.27258567,0.5237259,5.68132037,97.17076372,4.64544916,-0.66313098,1.47758793,-0.63976673,0.01522676,-0.01437165,-0.02663242,3.41904567
57.28037383,0.52372535,5.67610901,97.18225932,4.64044005,-0.67567113,1.4750799,-0.64686902,0.01460814,-0.01407362,-0.02586623,3.41853953
57.28816199,0.52372483,5.67080228,97.1937357,4.63537663,-0.68755366,1.47251082,-0.65377986,0.0139323,-0.01376089,-0.02490435,3.41815973
57.29595016,0.52372385,5.66540545,97.20519153,4.63026079,-0.69877886,1.46986172,-0.66029512,0.01321808,-0.01344094,-0.02377913,3.4181452
57.30373832,0.52372301,5.65992508,97.21662767,4.62509665,-0.7089294,1.46742546,-0.66628438,0.0124524,-0.01311837,-0.02247665,3.41770607
57.31152648,0.52372223,5.65436885,97.22804519,4.61988708,-0.7182156,1.46508073,-0.67176163,0.01163613,-0.01279661,-0.02101632,3.41803571
57.31931464,0.52372171,5.64874345,97.23944418,4.61463599,-0.72654002,1.46286415,-0.6769107,0.01078693,-0.01247378,-0.01939116,3.41902567
57.3271028,0.52372127,5.64305756,97.25082642,4.60934839,-0.73377384,1.46081558,-0.6812582,0.00989101,-0.01214806,-0.01762885,3.41920352
57.33489097,0.52372033,5.63731934,97.26219426,4.60402805,-0.73998265,1.45900652,-0.68528954,0.00896512,-0.01182858,-0.01573742,3.42000664
57.34267913,0.52371942,5.63153674,97.27354904,4.59867995,-0.74505908,1.45752985,-0.6884521,0.00799602,-0.01150833,-0.01374107,3.42140952
57.35046729,0.52371893,5.62571829,97.28489218,4.59330844,-0.74910926,1.45625659,-0.6910636,0.00702585,-0.01120142,-0.01165971,3.42227693
57.35825545,0.5237182,5.61987324,97.29622663,4.58791903,-0.75190395,1.45527604,-0.69304918,0.00601209,-0.01089541,-0.00949355,3.42352782
57.36604361,0.52371809,5.61401,97.30755556,4.58251723,-0.75374065,1.45463036,-0.69448692,0.00499742,-0.01060379,-0.00731743,3.42500725
57.37383178,0.52371784,5.60813709,97.31887931,4.57710725,-0.7542297,1.4541964,-0.69493856,0.00394182,-0.01032897,-0.00511821,3.42598145
57.38161994,0.52371786,5.60226519,97.33020041,4.57169704,-0.75330054,1.45405968,-0.69470074,0.00287721,-0.01007349,-0.00292296,3.42792077
57.3894081,0.5237177,5.59640522,97.34152168,4.56629036,-0.75114793,1.45404561,-0.69377707,0.00181282,-0.00983269,-0.00080856,3.42992836
57.39719626,0.52371749,5.59056653,97.35284301,4.56089403,-0.74786047,1.45423838,-0.6919362,0.00074338,-0.00963077,0.00121899,3.43098373
57.40498442,0.52371758,5.58475818,97.36416684,4.55551497,-0.74318578,1.45461267,-0.68930275,-0.00030586,-0.00944799,0.00315054,3.43305417
57.41277259,0.52371716,5.57899056,97.3754936,4.55015842,-0.73733545,1.4549827,-0.68606432,-0.00130834,-0.00928246,0.00496071,3.43499589
57.42056075,0.5237171,5.57327229,97.38682345,4.54483091,-0.73046317,1.45562298,-0.68192084,-0.00226724,-0.00914739,0.00665612,3.43654213
57.42834891,0.52371697,5.5676116,97.39815959,4.53953919,-0.7225349,1.45645002,-0.67688841,-0.00318618,-0.00903447,0.00820444,3.43836304
57.43613707,0.52371701,5.56201534,97.40950196,4.53428935,-0.71388753,1.45740854,-0.67111498,-0.00405584,-0.00893639,0.00964331,3.44074794
57.44392523,0.52371717,5.55648918,97.42085243,4.52908672,-0.70445883,1.45865335,-0.66455933,-0.00488258,-0.00885762,0.01096421,3.44240282
57.4517134,0.52371674,5.55103791,97.43221353,4.52393797,-0.69461028,1.46002577,-0.6573176,-0.00568855,-0.00879933,0.01216078,3.44434399
57.45950156,0.52371654,5.54566568,97.44358554,4.51884894,-0.68436173,1.4615993,-0.64936276,-0.00644177,-0.00874947,0.01322844,3.44703231
57.46728972,0.52371632,5.54037433,97.45496959,4.51382364,-0.67390206,1.46322749,-0.64081173,-0.00714952,-0.00871793,0.01417928,3.4491243
57.47507788,0.52371654,5.5351652,97.46636678,4.50886719,-0.66317633,1.46504862,-0.63175422,-0.00780763,-0.00868573,0.0150122,3.45189485
57.48286604,0.52371651,5.53003942,97.4777789,4.50398287,-0.65258093,1.46693654,-0.62217769,-0.00842357,-0.00866943,0.01574902,3.4551153
57.49065421,0.52371657,5.52499643,97.48920592,4.49917437,-0.64204458,1.46894185,-0.61218756,-0.0089828,-0.00865923,0.01639038,3.45834445
57.49844237,0.52371664,5.52003418,97.50064847,4.49444554,-0.63170227,1.47096099,-0.60185082,-0.00947702,-0.0086359,0.01695979,3.46160772
57.50623053,0.52371669,5.51515229,97.51210665,4.48979796,-0.6215365,1.47290595,-0.59125103,-0.0098961,-0.0085992,0.01748078,3.46560661
57.51401869,0.52371693,5.51034826,97.52357921,4.48523323,-0.61171136,1.47485033,-0.58056284,-0.01021725,-0.00854291,0.01795816,3.46884384
57.52180685,0.52371715,5.50562136,97.53506695,4.48075239,-0.60198188,1.4766998,-0.56980554,-0.01046181,-0.00845143,0.01841748,3.47301081
57.52959502,0.52371735,5.50097122,97.54656983,4.47635538,-0.59204284,1.47869764,-0.5590947,-0.01062193,-0.00831584,0.0188801,3.47713805
57.53738318,0.52371752,5.49639729,97.5580873,4.47204111,-0.58218846,1.48067787,-0.54853818,-0.01070718,-0.00814222,0.01931123,3.48088743
57.54517134,0.52371766,5.49189957,97.56962052,4.46780917,-0.57242634,1.48269391,-0.53811132,-0.01070492,-0.00791505,0.01973125,3.48511669
57.5529595,0.52371798,5.48748,97.58117089,4.46365747,-0.56233315,1.48501249,-0.52777526,-0.01066757,-0.0076433,0.02012562,3.48981258
57.56074766,0.52371935,5.48313863,97.59273774,4.45958419,-0.55226831,1.48718162,-0.51792038,-0.01056908,-0.00732566,0.02046777,3.49314063
57.56853583,0.52372079,5.47887609,97.60432354,4.45558851,-0.54202467,1.48981014,-0.50808187,-0.01045572,-0.00697372,0.0207566,3.49768667
57.57632399,0.52372098,5.47469367,97.61593063,4.45166776,-0.53171737,1.49246025,-0.49863204,-0.01032676,-0.00659148,0.02097886,3.50187605
57.58411215,0.52372098,5.47059142,97.62755861,4.44781946,-0.52145152,1.49533915,-0.4895747,-0.01017561,-0.00619379,0.02113609,3.50518594
57.59190031,0.52372058,5.46656952,97.63920888,4.44404058,-0.51110396,1.49837032,-0.48078264,-0.01005256,-0.00579564,0.0212178,3.50890621
57.59968847,0.5237209,5.46262768,97.65088426,4.44032892,-0.50098084,1.5014338,-0.4722684,-0.00992264,-0.00540376,0.02120859,3.51233779
57.60747664,0.52372117,5.45876402,97.6625836,4.43668275,-0.49098997,1.504668,-0.46397405,-0.00979857,-0.00502734,0.02114448,3.51614493
57.6152648,0.52372152,5.4549774,97.67430784,4.43310051,-0.48118632,1.50788389,-0.45590425,-0.00965979,-0.00467641,0.02101697,3.51953377
57.62305296,0.52372181,5.45126676,97.68605748,4.42957945,-0.47164243,1.5109639,-0.44813665,-0.00951212,-0.00435331,0.02082899,3.52292236
57.63084112,0.52372247,5.44762804,97.69783074,4.42611831,-0.46262433,1.51409872,-0.44043895,-0.00936789,-0.00406336,0.02057829,3.52558763
57.63862928,0.52372302,5.44405889,97.70962806,4.42271693,-0.45375248,1.51720206,-0.43288336,-0.00919167,-0.00381516,0.02028892,3.52872974
57.64641745,0.52372358,5.44055859,97.72145,4.41937361,-0.44503609,1.52033431,-0.42543994,-0.008962,-0.00360735,0.01995512,3.53224887
57.65420561,0.52372396,5.43712405,97.7332964,4.41608881,-0.43669207,1.52361267,-0.4178956,-0.00865696,-0.00343665,0.01956996,3.53465826
57.66199377,0.52372453,5.43375423,97.74516874,4.41286274,-0.42836277,1.52693203,-0.41045395,-0.00825931,-0.00331114,0.01915922,3.53773163
57.66978193,0.52372435,5.43044872,97.7570682,4.40969414,-0.42031958,1.53044983,-0.40302454,-0.00777717,-0.00322837,0.01869761,3.54087778
57.67757009,0.52372402,5.42720511,97.76899501,4.40658257,-0.4125181,1.53395696,-0.39577543,-0.00716657,-0.0031867,0.01818204,3.54274412
57.68535826,0.52372328,5.42402105,97.7809502,4.40352739,-0.40484239,1.53769192,-0.38865777,-0.00643997,-0.00317849,0.01761192,3.54559824
57.69314642,0.52372144,5.42089531,97.79293494,4.40052727,-0.39764809,1.54139206,-0.38180261,-0.00560006,-0.00320121,0.01696294,3.54797736
57.70093458,0.52371984,5.41782342,97.80494833,4.39757958,-0.39102116,1.54530675,-0.3749476,-0.00465285,-0.00323354,0.01622614,3.54916265
57.70872274,0.52371924,5.41480104,97.81699091,4.39468214,-0.38491295,1.54885934,-0.36907693,-0.00358073,-0.00327357,0.01537794,3.5515904
57.7165109,0.52371814,5.41182343,97.82906073,4.39182811,-0.37963169,1.55219479,-0.36395663,-0.0024003,-0.00330727,0.01442118,3.55345884
57.72429907,0.52371822,5.40888412,97.8411554,4.38901057,-0.37521586,1.55521929,-0.35963825,-0.00117282,-0.00333776,0.01337133,3.55376451
57.73208723,0.52371831,5.40597557,97.85327262,4.38622378,-0.37158933,1.55803015,-0.35610497,6.964e-05,-0.00336188,0.01227487,3.55538867
57.73987539,0.5237183,5.40309234,97.86541051,4.38346077,-0.36883797,1.56049498,-0.35353721,0.00132921,-0.00337638,0.01115117,3.55691429
57.74766355,0.52371829,5.40022622,97.8775654,4.38071362,-0.36717111,1.56229669,-0.35200817,0.00254829,-0.00337939,0.01001274,3.55714553
57.75545171,0.52371823,5.39737012,97.88973371,4.37797589,-0.3662629,1.56382156,-0.35125715,0.0037014,-0.00339533,0.0089399,3.55788152
57.76323988,0.52371839,5.39451865,97.90191176,4.3752417,-0.36606731,1.56489256,-0.35101981,0.00475996,-0.00342674,0.00793427,3.55971346
57.77102804,0.52371859,5.39166641,97.91409659,4.37250741,-0.36646425,1.56566317,-0.3512004,0.00571241,-0.00348144,0.00702089,3.55999257
57.7788162,0.52371882,5.38880964,97.92628618,4.36977125,-0.36717331,1.56602141,-0.35152753,0.00654967,-0.00356896,0.00620601,3.56135141
57.78660436,0.5237194,5.38594747,97.93847796,4.36703245,-0.36792568,1.56615506,-0.35179334,0.00731225,-0.0036955,0.00549903,3.56344326
57.79439252,0.52371977,5.38307974,97.95067002,4.36429168,-0.36855135,1.5660179,-0.35183842,0.0079819,-0.00387721,0.00486684,3.56531915
57.80218069,0.52371995,5.38020813,97.96286083,4.36155238,-0.36872519,1.56583251,-0.35146083,0.00858417,-0.00410463,0.00430836,3.56744161
57.80996885,0.52371997,5.37733649,97.97504962,4.3588177,-0.36857803,1.56551399,-0.35068104,0.00914924,-0.00439256,0.00377061,3.57051632
57.81775701,0.52372016,5.3744669,97.98723513,4.35609046,-0.36805106,1.56506451,-0.34931638,0.00970488,-0.00472656,0.00322254,3.57316914
57.82554517,0.52372019,5.37160377,97.99941736,4.35337549,-0.36700943,1.56460076,-0.34756028,0.01029036,-0.00509925,0.00263185,3.5763201
57.83333333,0.52372038,5.36875032,98.01159641,4.35067652,-0.365549,1.56416978,-0.34541261,0.01096402,-0.00551319,0.00194144,3.57910605
57.8411215,0.52372105,5.36590856,98.02377281,4.34799428,-0.36379362,1.56392084,-0.34321298,0.01177423,-0.00595497,0.00112235,3.58165962
57.84890966,0.5237245,5.36308115,98.03594816,4.34532897,-0.36189469,1.56387721,-0.34096175,0.01275246,-0.00640189,0.00011986,3.584127
